x,xerr,y,yerr,,,
0.322273999,0.0183680058,0.00124228268,1.40494558E-05,0.00119700946,0.000201881223,0.000995128299
0.358920515,0.0182784945,0.00191051268,2.03815071E-05,0.00183970481,0.000275195343,0.00156450947
0.395385504,0.0181864947,0.00243612379,2.53532489E-05,0.00243566511,0.000333210512,0.00210245443
0.431663513,0.0180915147,0.00292101922,2.93524881E-05,0.0028987655,0.000372303417,0.00252646208
0.467751026,0.0179959983,0.00324446755,3.27070084E-05,0.00332524115,0.00041054585,0.0029146953
0.503647506,0.0179004818,0.00354142324,3.64065818E-05,0.00363016524,0.000439667347,0.00319049787
0.53935498,0.0178070068,0.00321299792,3.53691139E-05,0.00340890721,0.000412145688,0.00299676135
0.574877501,0.0177155137,0.00305519672,3.48606372E-05,0.00319322944,0.000391478272,0.00280175125
0.610219955,0.017626971,0.00310948188,3.63282998E-05,0.00326040783,0.000410671171,0.00284973672
0.645390511,0.0175435245,0.00320378644,3.76309472E-05,0.00325616123,0.000426310027,0.00282985135
0.680397511,0.0174635053,0.00306523289,3.7622638E-05,0.00319352862,0.000438959367,0.00275456905
0.715250969,0.0173899829,0.00299215131,3.80346428E-05,0.00305849151,0.000445145968,0.00261334563
0.749961972,0.0173210204,0.00299861352,3.87381078E-05,0.00285673584,0.000443786121,0.00241294969
0.784541011,0.0172579885,0.00289132609,3.91763424E-05,0.00270385994,0.000451051281,0.00225280854
0.819000483,0.0172015131,0.00296468171,4.07715634E-05,0.00253561628,0.000456762558,0.00207885355
0.8533535,0.017151475,0.00276849023,4.05277751E-05,0.00235699234,0.000460422598,0.00189656974
0.887611985,0.0171070099,0.00256675528,3.97796503E-05,0.0021366966,0.000454356807,0.0016823397
0.921787977,0.0170690119,0.0023095021,3.88445224E-05,0.00197170372,0.000457604678,0.00151409907
0.95589447,0.0170374811,0.00202223449,3.73406365E-05,0.00181377586,0.000460266427,0.00135350937
0.992370963,0.019438982,0.00166688871,3.26219706E-05,0.00165386091,0.000462342694,0.00119151827
1.05062497,0.0388150215,0.00130391726,2.13059939E-05,0.00142676523,0.000464346085,0.000962419144
1.14759994,0.058160007,0.000886934402,1.53619603E-05,0.00111876102,0.000465284218,0.000653476745
1.28345501,0.0776950121,0.000708803069,1.30519356E-05,0.000822535774,0.00046290044,0.000359635364
1.45883501,0.0976849794,0.000673626841,1.28400943E-05,0.000610975083,0.000456475187,0.000154499881
1.71683002,0.16031003,0.000560519518,1.08333797E-05,0.000489485217,0.00044633291,4.31523222E-05
2.35857487,0.481434941,0.000443314057,8.85240297E-06,0.000424976723,0.000421723787,3.25294172E-06
3.45750475,0.617494941,0.000382614264,1.17148638E-05,0.000386171479,0.000386165892,5.58391333E-09
4.89499998,0.820000172,0.000415431743,1.53818783E-05,0.000354508666,0.000354508666,8.82482835E-13
7.07250023,1.35750008,0.000108714892,2.15586406E-05,0.000323850894,0.000323850894,4.33617466E-18
9.19750023,0.767499924,0.000195385073,7.47513404E-05,0.00030092115,0.00030092115,0
